impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-182197,A732538,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Fluffy,Rabbit Sh,11 MONTHS,Neutered Male,Rabbit Sh,Black,"Jul 23, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732538,Image Copyright HLP Inc. 2026,"Received on: 2025-07-23<p/> Description: Black Neutered Male Rabbit Sh Rabbit Sh<p/> Age: 11 MONTHS<p/> Adoption Fee: $15<p/> Current Location: In RASKC Foster Home <p/>Meet Flash & Fluffy  A Bonded Brother Duo!<p/><p/>Flash and Fluffy are one-year-old brothers who share a lifelong bond and are looking for a forever home together. These handsome boys balance each other perfectly and bring double the personality!<p/><p/>Flash is the curious explorer. Hes playful, alert, and always ready to check out whats happening around him. Whether its zooming around during playtime or investigating a new toy, Flash brings energy and fun wherever he goes.<p/><p/>Fluffy is the confident, dominant big brother. He naturally takes the lead and keeps things in order, but hes also incredibly sweet and devoted to his brother. Fluffy enjoys attention on his terms and loves lounging comfortably while supervising the room.<p/><p/>These boys thrive on routine, fresh hay, leafy greens, and space to hop and binky. As a bonded pair, they rely on each other for comfort and companionship, and watching their interactions is truly heart-melting.<p/><p/>Flash and Fluffy would do best in a loving indoor home that understands rabbit care and appreciates their unique personalities. If youre ready for double the fluff, double the fun, and double the love, these brothers are ready to meet you!<p/>",
K26-187904,A745422,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745422,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Banana,Dog,2 YEARS,Neutered Male,Mastiff / Mix,Black / White,"Apr 09, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745422,Image Copyright HLP Inc. 2026,"Received on: 2026-04-09<p/> Description: Black / White<p/>  Neutered Male Mastiff / Mix Dog<p/> Age: 2 YEARS<p/> Adoption Fee: $200.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Banana and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on April 09, 2026.<p/><p/>I weigh 108lbs and am considered a ""large breed"" dog.<p/><p/>I am an affectionate lovebug who would be thrilled to play with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>I would do best in a home with older children.<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",
K26-187378,A744236,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3051191,In Public Home,N/a,Dog,Unknown<p/>,Unknown,Labrador Retriever,Unknown,"Mar 10, 2026",Date Found,24400 block of  MILITARY RD S,Kent,,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3051191,Image Copyright HLP Inc. 2026,<p/>Age: Unknown<p/>Found Near: 24400 block of  MILITARY RD S<p/>Found Date: 2026-03-10<p/>,
K26-187904,A745422,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745422,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Banana,Dog,2 YEARS,Neutered Male,Mastiff / Mix,Black / White,"Apr 09, 2026",Received on,100 block of  ROOSEVELT AVE,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745422,Image Copyright HLP Inc. 2026,"Received on: 2026-04-09<p/> Found Near: 100 block of  ROOSEVELT AVE<p/> Description: Black / White Neutered Male Mastiff / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-188087,A745739,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3063908,LOST,Skylar,Dog,Over 1 year<p/>,Female,Siberian Husky,Black,"Apr 16, 2026",Date Lost,ABRAM’S  AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3063908,Image Copyright HLP Inc. 2026,"Description: 60+ pounds. About 3-4 feet large. She has one green/brown eye and the other is blue. She has thick hair.<p/>Age: Over 1 year<p/>Location Lost: Abram’s Ave, Black Diamond WA  98010<p/>Lost Date: 2026-04-16<p/>",
K26-187860,A745343,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,1 WEEK,Female,Domestic Shorthair,White,"Apr 07, 2026",Received on,21600 block of  64TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745343,Image Copyright HLP Inc. 2026,Received on: 2026-04-07<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: White Female Domestic Shorthair Cat<p/> Age: 1 WEEK<p/> Current Location: In RASKC Foster Home <p/>,
K26-187746,A736752,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Willow,Rabbit Sh,7 MONTHS,Spayed Female,Rabbit Sh,Brown,"Sep 27, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,ENUMCLAW,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A736752,Image Copyright HLP Inc. 2026,"Received on: 2025-09-27<p/> Description: Brown Spayed Female Rabbit Sh Rabbit Sh<p/> Age: 7 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi there! My name is Willow and I'm a rabbit who is looking for a forever home. <p/><p/>I was brought in by a good samaritan on September 27, 2025. I came in with my mom and sibling. I would love to go home with my sibling, so that I could grow up with a friend. <p/><p/>I have been in a couple wonderful foster homes. My previous foster says this, ""Willow is your typical teenage girl. Drama queen. She stomps at every little annoyance or slightly scary thing. She is very sweet though. Just like her brother, she is very curious and not shy at all (with those she knows). She will follow me around while I clean their room. Even climbing into the garbage bag to make sure I haven't stashed the best hay in there. She enjoys chewing apple branches, and stealing leaves from her brother.""<p/><p/>I am looking for someone who can provide me with plenty of love and attention. <p/><p/>When it comes to feeding me, I will need the proper balance of pellets, timothy hay, fresh vegetables and access to a fresh water! <p/><p/>For housing, I will need appropriate room to roam, with separate spaces for a hidey house, litter box, play area and food and water. I am not meant to live in a cage all the time, so be sure you can provide me with time outside my enclosure at least once a day to stretch my legs, explore and exercise. Just be sure to bunny proof the space! Cleaning my cage and grooming are important for me too! <p/><p/>I am friendly and go with the flow :)<p/>",
K26-187593,A744733,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3055928,LOST,Phoenix,Cat,Over 1 year<p/>,Male,American Wirehair,Brown,"Mar 22, 2026",Date Lost,GOSSARD  ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3055928,Image Copyright HLP Inc. 2026,"<p/>Age: Over 1 year<p/>Location Lost: Gossard st , Enumclaw WA  98022<p/>Lost Date: 2026-03-22<p/>",
K26-187782,A745165,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3059109,LOST,Miffy,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Brown,"Mar 27, 2026",Date Lost,SE  344th St & 196th Ave SE,King County,,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3059109,Image Copyright HLP Inc. 2026,"Description: Has white stomach and paws. Right paw has one orange toe, left paw has one orange and one brown. Has orange tip of right ear. <p/>Age: Over 1 year<p/>Location Lost: SE 344th St and 196th Ave SE, Auburn WA  98092<p/>Lost Date: 2026-03-27<p/>",
K26-187578,A744709,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3055651,LOST,Maya,Dog,Over 1 year<p/>,Female,Labrador Retriever,Black,"Mar 23, 2026",Date Lost,272ND  AND 140TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3055651,Image Copyright HLP Inc. 2026,"Description: Maya is a small black mixed breed dog with a white chest and weighs about 25 pounds. She has on a pink collar. She is very skittish and afraid of other dogs and most people. She is microchipped and also is licensed<p/>Age: Over 1 year<p/>Location Lost: 272nd and 140th Ave SE, Auburn WA  98092<p/>Lost Date: 2026-03-23<p/>",
K26-187922,A745445,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745445,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Passionflower,Dog,1 YEAR 6 MONTHS,Spayed Female,Pit Bull,Fawn / White,"Apr 10, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745445,Image Copyright HLP Inc. 2026,"Received on: 2026-04-10<p/> Description: Fawn / White<p/>  Spayed Female Pit Bull Dog<p/> Age: 1 YEAR 6 MONTHS<p/> Adoption Fee: $200.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>hi many name is Passionflower and I am available for adoption!<p/><p/>I am the sweetest 1.5 year old female pitty!<p/><p/>I am incredibly food motivated and will do anything for a yummy treat! My caregivers at RASKC are trying to teach me new skills! I already knbow how to sit! Being food motivated helps a lot with how willing I am to listen! I know I can be the best girl if you give me some time!<p/><p/>I also love my caregivers! I am very social and loving meeting new people! I wag my tail and smile and look for constant affection! I give kisses and rub against you when I want some loving. I would love to go home with you, cuddle on your couch or bed.<p/><p/>I also love toys! Stuffed animals, kongs, puzzles and lick matts are a few of my favorites! These things also help tire me out! I am a young girl with lots of energy so this can be very helpful!<p/><p/>I like to play outside, run around, chase the ball, explore and sniff! Being outside makes me very happy. My caregivers say that I do tug a little bit on a leash. Can you blame me I am just very excited! This can be easily managed with a harness, a gentle lead or even training! My caregivers say I am very young and show so much promise! With proper training I know I can be a better leash walker.<p/><p/>I am considered a larger breed dog! <p/><p/>Come down to RASKC to meet me! I would be happy to come home with you!<p/><p/><p/>",
K26-188103,A745767,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745767,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Male,Domestic Shorthair,Seal Pt,"Apr 17, 2026",Received on,24000 block of  96TH AVE S,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745767,Image Copyright HLP Inc. 2026,"Received on: 2026-04-17<p/> Found Near: 24000 block of  96TH AVE S<p/> Description: Seal Pt Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187826,A745267,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745267,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Oak,Barn Cat,5 YEARS,Neutered Male,Domestic Shorthair,Gray / White,"Apr 06, 2026",Received on,15200 block of  65TH AVE S,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745267,Image Copyright HLP Inc. 2026,"Received on: 2026-04-06<p/> Found Near: 15200 block of  65TH AVE S<p/> Description: Gray / White Neutered Male Domestic Shorthair Barn Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187697,A744926,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3057503,LOST,Bernard,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Buff,"Mar 26, 2026",Date Lost,SE  195th Pl & 144th Pl SE,King County,,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3057503,Image Copyright HLP Inc. 2026,"Description: Orange domestic shorthair. Slight-medium build. Wearing a blue-green collar with tags when Lost.<p/>Age: Over 1 year<p/>Location Lost: SE 195th PL and 144th PL SE, Renton WA  98058<p/>Lost Date: 2026-03-26<p/>",
K26-187565,A744669,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3055435,In Public Home,Max,Dog,Over 1 year<p/>,Male,Alaskan Husky,Brown,"Mar 22, 2026",Date Found,38TH  AND 150 (BUT REALLY WAS IN EASTGATE PLAZA),,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3055435,Image Copyright HLP Inc. 2026,"Description: He's a brown husky, I think on the larger side but I'm not that familiar with the breed. Leather collar with tags, and a label on the collar of Max with a phone number I tried to call.<p/>Age: Over 1 year<p/>Found Near: 38th and 150 (but really was in Eastgate plaza), Bellevue WA  98006<p/>Found Date: 2026-03-22<p/>",
K26-187879,A745377,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745377,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Leia,Cat,5 YEARS,Spayed Female,Domestic Longhair,Gray / White,"Apr 08, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745377,Image Copyright HLP Inc. 2026,"Received on: 2026-04-08<p/> Description: Gray / White<p/>  Spayed Female Domestic Longhair Cat<p/> Age: 5 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Leia and I am available for adoption!<p/><p/>I am bonded with my sibling, Luke, so we would love to go to the same home together!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K26-188044,A745653,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3063140,LOST,Violet,Dog,Over 1 year<p/>,Female,Australian Shepherd,White,"Apr 14, 2026",Date Lost,NE  88th Pl & Avondale Rd NE,Redmond,,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3063140,Image Copyright HLP Inc. 2026,"Description: Violet is a white and cream color. She is just a little over a year old. She was wearing a black collar<p/>Age: Over 1 year<p/>Location Lost: 88th and Avondale, Redmond WA  98052<p/>Lost Date: 2026-04-14<p/>",
K26-187540,A744621,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3054962,In Public Home,,Rabbit,Unknown<p/>,Unknown,,Brown,"Mar 21, 2026",Date Found,12800 block of  SE 282ND WAY,Kent,,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3054962,Image Copyright HLP Inc. 2026,Description: Brown with long gray whisky hair near the ears. Likes carrots<p/>Age: Unknown<p/>Found Near: 12800 block of  SE 282ND WAY<p/>Found Date: 2026-03-21<p/>,
K26-187999,A745594,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745594,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 WEEKS,Male,Domestic Shorthair,Brn Tabby,"Apr 13, 2026",Received on,10000 block of  SE 258TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745594,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Found Near: 10000 block of  SE 258TH PL<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-188025,A745625,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3063010,In Public Home,,Dog,Unknown<p/>,Unknown,Standard Poodle,Black,"Apr 12, 2026",Date Found,MARGARET  MEAD ELEMENTARY 216TH AND 16TH NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3063010,Image Copyright HLP Inc. 2026,"<p/>Age: Unknown<p/>Found Near: Margaret Mead Elementary 216th and 16th NE, Sammamish WA  98074<p/>Found Date: 2026-04-12<p/>",
K26-187946,A745480,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745480,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dixie,Dog,2 YEARS,Spayed Female,Siberian Husky / Pit Bull,Gray / White,"Apr 10, 2026",Received on,23900 block of  PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745480,Image Copyright HLP Inc. 2026,"Received on: 2026-04-10<p/> Found Near: 23900 block of  PACIFIC HWY S<p/> Description: Gray / White Spayed Female Siberian Husky / Pit Bull Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187988,A745580,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745580,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Pepper,Dog,12 YEARS,Female,German Shepherd / Mix,Black,"Apr 13, 2026",Received on,3700 block of  132ND AVE SE,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745580,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Found Near: 3700 block of  132ND AVE SE<p/> Description: Black Female German Shepherd / Mix Dog<p/> Age: 12 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187982,A745563,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,1 WEEK,Male,Domestic Shorthair,Gray,"Apr 13, 2026",Received on,22600 block of  88TH AVE S,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745563,Image Copyright HLP Inc. 2026,Received on: 2026-04-13<p/> Found Near: 22600 block of  88TH AVE S<p/> Description: Gray Male Domestic Shorthair Cat<p/> Age: 1 WEEK<p/> Current Location: In RASKC Foster Home <p/>,
K26-187418,A744314,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3052282,In Public Home,,Dog,Unknown<p/>,Male,Pit Bull,Brown,"Mar 13, 2026",Date Found,SR  900 & 164th Ave SE,King County,,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3052282,Image Copyright HLP Inc. 2026,"<p/>Age: Unknown<p/>Found Near: Hwy 900 and 164th, Kent WA  98042<p/>Found Date: 2026-03-13<p/>",
K26-187869,A745350,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3060732,LOST,Yin,Cat,Unknown<p/>,Unknown,Domestic Shorthair,Black,"Mar 31, 2026",Date Lost,SW  108th St & 4th Ave SW,King County,,98146,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3060732,Image Copyright HLP Inc. 2026,"Description: 5yr old shorthair tuxedo, weighs bout 8 lbs,  mainly black with white only on the paws, chest, tummy. The white fur on his chest leads up to his mouth on his left side just under his chin. No collar and not chipped. His tail is slimmer than normal on the top half because of a vet trip a few months ago so slim tail. very vocal, and is prone to urinary blockages so he only eats urinary care food.<p/>Age: Unknown<p/>Location Lost: 108th St and 4th ave SW, Seattle WA  98146<p/>Lost Date: 2026-03-31<p/>",
K26-187472,A744447,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3053377,LOST,Bob Marley,Cat,Under 1 year<p/>,Male,Maine Coon,Unknown,"Mar 11, 2026",Date Lost,250TH  AND MARINE VIEW DR,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3053377,Image Copyright HLP Inc. 2026,"Description: Dark and light gray stripes and very very husky. Someone call him fat.<p/>Age: Under 1 year<p/>Location Lost: 250th and Marine View Dr, Seattle WA  98198<p/>Lost Date: 2026-03-11<p/>",
K26-188006,A745604,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062813,In Public Home,,Cat,Under 1 year<p/>,Female,American Shorthair,Unknown,"Mar 19, 2026",Date Found,10400 block of  17TH AVE SW,,,98146,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062813,Image Copyright HLP Inc. 2026,<p/>Age: Under 1 year<p/>Found Near: 10400 block of  17TH AVE SW<p/>Found Date: 2026-03-19<p/>,
K26-187562,A744658,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3055347,LOST,Tito,Dog,Over 1 year<p/>,Male,Chihuahua - Smooth Coated,White,"Mar 20, 2026",Date Lost,200 block of  Maple Ave NW,Renton,,98057,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3055347,Image Copyright HLP Inc. 2026,"Description: white/Tan<p/>Age: Over 1 year<p/>Location Lost: 277th, Maple Valley WA  98038<p/>Lost Date: 2026-03-20<p/>",
K26-188027,A745634,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745634,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bert,Cat,4 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby / White,"Apr 14, 2026",Received on,7000 block of  S 128TH ST,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745634,Image Copyright HLP Inc. 2026,"Received on: 2026-04-14<p/> Found Near: 7000 block of  S 128TH ST<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187105,A736510,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Beau,Dog,4 YEARS 6 MONTHS,Neutered Male,American Bulldog,Red / White,"Feb 09, 2026",Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A736510,Image Copyright HLP Inc. 2026,"Received on: 2026-02-09<p/> Description: Red / White Neutered Male American Bulldog Dog<p/> Age: 4 YEARS 6 MONTHS<p/> Adoption Fee: $50.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Beau and I am available for adoption!<p/><p/>I am a sweet, loyal, excitable American Bulldog mix, weighing around ~90 lbs, who wants to get out there in the world and play! I am super treat and toy motivated. I can get excitable when the toys come out, but am quite the gentle giant when it comes to it. Sometimes I can't make up my mind which toy I want to play with, and try to take multiple with me!<p/><p/>I am smart and will happily 'sit' and 'shake' for treats and toys. I am also super affectionate and enjoy belly rubs and ear scratches. I love my walkies and would enjoy learning how to walk better on a leash so I can go on even more adventures!<p/><p/>I am dog friendly! I am a member of RASKC's playgroup pals and really enjoy playing with dogs that can match my energy! Ask staff if you would like to know which dogs I have met and how I interact with other dogs when you come to meet me. <p/><p/>I was nominated for Pet of the Week on October 28, 2025 when I was here at RASKC before. I just love the people there so much that I like to visit them! This means that my adoption fee has been reduced. This adoption fee includes a King County pet license (if applicable). This helps my safe return home should I become lost, and comes with additional benefits such as Vacation Pet Alert, Free Ride Home and more. I also come with a collar and a leash!<p/><p/>If you are looking for a smart and affectionate boy to add to you family and are ready to fall in love with my pawesome self. I am currently in a foster home, please fill out a foster interest form if you would like the chance to meet me :)<p/>",
K26-187902,A745420,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745420,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sean,Cat,NO AGE,Neutered Male,Domestic Shorthair,Org Tabby,"Apr 09, 2026",Received on,12900 block of  71ST AVE S,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745420,Image Copyright HLP Inc. 2026,"Received on: 2026-04-09<p/> Found Near: 12900 block of  71ST AVE S<p/> Description: Org Tabby Neutered Male Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187653,A744862,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3056947,In Public Home,Unknown,Dog,Over 1 year<p/>,Female,Chihuahua - Smooth Coated,Unknown,"Mar 26, 2026",Date Found,35100 block of  ENCHANTED PKWY S,Federal Way,,98003,FEDERAL WAY,47.287011,-122.309919,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3056947,Image Copyright HLP Inc. 2026,"Description: Overweight, white with some gray (big heart shaped spot on back)<p/>Age: Over 1 year<p/>Found Near: 35100 block of  ENCHANTED PKWY S<p/>Found Date: 2026-03-26<p/>",
K26-187891,A745392,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745392,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Allium,Dog,7 YEARS,Neutered Male,German Shepherd,Brown / Black,"Apr 08, 2026",Received on,36900 block of  244TH AVE SE,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745392,Image Copyright HLP Inc. 2026,"Received on: 2026-04-08<p/> Found Near: 36900 block of  244TH AVE SE<p/> Description: Brown / Black Neutered Male German Shepherd Dog<p/> Age: 7 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
